Date,Item,Quantity Sold,Price per Unit,Total Sales ($)
2024-03-04,Coffee,26,4.2,109.2
2024-03-04,Tea,48,4.75,228.0
2024-03-04,Cappuccino,31,2.57,79.67
2024-03-04,Latte,41,4.76,195.16
2024-03-04,Espresso,16,6.53,104.48
2024-03-04,Muffin,35,6.66,233.1
2024-03-04,Croissant,18,3.69,66.42
2024-03-04,Sandwich,50,4.71,235.5
2024-03-04,Cake,40,4.36,174.4
2024-03-04,Smoothie,37,6.96,257.52
2024-03-05,Coffee,21,5.68,119.28
2024-03-05,Tea,27,5.52,149.04
2024-03-05,Cappuccino,27,2.69,72.63
2024-03-05,Latte,21,5.4,113.4
2024-03-05,Espresso,18,6.18,111.24
2024-03-05,Muffin,30,3.66,109.8
2024-03-05,Croissant,38,4.79,182.02
2024-03-05,Sandwich,24,3.67,88.08
2024-03-05,Cake,14,6.89,96.46
2024-03-05,Smoothie,16,6.79,108.64
2024-03-06,Coffee,21,7.57,158.97
2024-03-06,Tea,50,6.73,336.5
2024-03-06,Cappuccino,9,6.74,60.66
2024-03-06,Latte,40,5.07,202.8
2024-03-06,Espresso,45,7.5,337.5
2024-03-06,Muffin,42,6.33,265.86
2024-03-06,Croissant,38,2.61,99.18
2024-03-06,Sandwich,47,5.71,268.37
2024-03-06,Cake,39,3.8,148.2
2024-03-06,Smoothie,30,4.55,136.5
2024-03-07,Coffee,42,5.68,238.56
2024-03-07,Tea,29,6.62,191.98
2024-03-07,Cappuccino,37,3.42,126.54
2024-03-07,Latte,11,4.1,45.1
2024-03-07,Espresso,43,5.25,225.75
2024-03-07,Muffin,45,6.31,283.95
2024-03-07,Croissant,45,2.54,114.3
2024-03-07,Sandwich,27,2.52,68.04
2024-03-07,Cake,23,6.48,149.04
2024-03-07,Smoothie,32,7.62,243.84
2024-03-08,Coffee,20,4.35,87.0
2024-03-08,Tea,11,4.3,47.3
2024-03-08,Cappuccino,7,6.39,44.73
2024-03-08,Latte,20,5.43,108.6
2024-03-08,Espresso,30,3.94,118.2
2024-03-08,Muffin,10,4.75,47.5
2024-03-08,Croissant,47,7.36,345.92
2024-03-08,Sandwich,31,5.63,174.53
2024-03-08,Cake,46,5.6,257.6
2024-03-08,Smoothie,28,5.7,159.6
2024-03-09,Coffee,12,2.94,35.28
2024-03-09,Tea,37,3.23,119.51
2024-03-09,Cappuccino,29,5.12,148.48
2024-03-09,Latte,32,7.09,226.88
2024-03-09,Espresso,50,6.84,342.0
2024-03-09,Muffin,33,6.7,221.1
2024-03-09,Croissant,15,5.62,84.3
2024-03-09,Sandwich,36,5.1,183.6
2024-03-09,Cake,42,4.02,168.84
2024-03-09,Smoothie,16,3.76,60.16
2024-03-10,Coffee,13,7.1,92.3
2024-03-10,Tea,5,3.56,17.8
2024-03-10,Cappuccino,28,6.61,185.08
2024-03-10,Latte,38,7.45,283.1
2024-03-10,Espresso,41,4.85,198.85
2024-03-10,Muffin,33,4.63,152.79
2024-03-10,Croissant,6,3.58,21.48
2024-03-10,Sandwich,12,3.08,36.96
2024-03-10,Cake,33,2.91,96.03
2024-03-10,Smoothie,33,2.51,82.83
2024-03-11,Coffee,35,2.92,102.2
2024-03-11,Tea,17,4.68,79.56
2024-03-11,Cappuccino,15,7.62,114.3
2024-03-11,Latte,42,6.48,272.16
2024-03-11,Espresso,20,5.14,102.8
2024-03-11,Muffin,42,4.49,188.58
2024-03-11,Croissant,48,3.73,179.04
2024-03-11,Sandwich,26,4.91,127.66
2024-03-11,Cake,22,3.66,80.52
2024-03-11,Smoothie,26,6.63,172.38
2024-03-12,Coffee,29,7.34,212.86
2024-03-12,Tea,39,5.09,198.51
2024-03-12,Cappuccino,19,4.87,92.53
2024-03-12,Latte,41,3.27,134.07
2024-03-12,Espresso,45,6.2,279.0
2024-03-12,Muffin,27,5.37,144.99
2024-03-12,Croissant,10,7.28,72.8
2024-03-12,Sandwich,50,7.11,355.5
2024-03-12,Cake,21,5.54,116.34
2024-03-12,Smoothie,13,4.3,55.9
2024-03-13,Coffee,42,7.25,304.5
2024-03-13,Tea,44,6.75,297.0
2024-03-13,Cappuccino,38,4.79,182.02
2024-03-13,Latte,37,5.48,202.76
2024-03-13,Espresso,50,3.97,198.5
2024-03-13,Muffin,18,4.24,76.32
2024-03-13,Croissant,37,5.3,196.1
2024-03-13,Sandwich,17,5.37,91.29
2024-03-13,Cake,8,2.77,22.16
2024-03-13,Smoothie,39,5.12,199.68
2024-03-14,Coffee,8,3.79,30.32
2024-03-14,Tea,47,3.16,148.52
2024-03-14,Cappuccino,7,7.77,54.39
2024-03-14,Latte,36,5.4,194.4
2024-03-14,Espresso,23,3.75,86.25
2024-03-14,Muffin,39,4.86,189.54
2024-03-14,Croissant,42,2.63,110.46
2024-03-14,Sandwich,21,3.28,68.88
2024-03-14,Cake,40,5.65,226.0
2024-03-14,Smoothie,40,5.2,208.0
2024-03-15,Coffee,19,7.16,136.04
2024-03-15,Tea,17,4.9,83.3
2024-03-15,Cappuccino,15,2.79,41.85
2024-03-15,Latte,50,7.02,351.0
2024-03-15,Espresso,17,3.78,64.26
2024-03-15,Muffin,42,3.7,155.4
2024-03-15,Croissant,24,7.3,175.2
2024-03-15,Sandwich,12,5.13,61.56
2024-03-15,Cake,5,7.01,35.05
2024-03-15,Smoothie,31,6.12,189.72
2024-03-16,Coffee,15,7.99,119.85
2024-03-16,Tea,43,5.13,220.59
2024-03-16,Cappuccino,12,6.53,78.36
2024-03-16,Latte,24,3.33,79.92
2024-03-16,Espresso,18,6.46,116.28
2024-03-16,Muffin,45,4.51,202.95
2024-03-16,Croissant,20,7.85,157.0
2024-03-16,Sandwich,11,7.93,87.23
2024-03-16,Cake,10,3.33,33.3
2024-03-16,Smoothie,45,2.96,133.2
2024-03-17,Coffee,26,4.89,127.14
2024-03-17,Tea,28,5.62,157.36
2024-03-17,Cappuccino,10,6.71,67.1
2024-03-17,Latte,37,3.68,136.16
2024-03-17,Espresso,16,3.59,57.44
2024-03-17,Muffin,28,6.05,169.4
2024-03-17,Croissant,42,3.15,132.3
2024-03-17,Sandwich,42,5.58,234.36
2024-03-17,Cake,49,6.12,299.88
2024-03-17,Smoothie,36,5.44,195.84
2024-03-18,Coffee,46,4.95,227.7
2024-03-18,Tea,49,4.07,199.43
2024-03-18,Cappuccino,42,7.38,309.96
2024-03-18,Latte,29,6.49,188.21
2024-03-18,Espresso,37,6.39,236.43
2024-03-18,Muffin,22,7.26,159.72
2024-03-18,Croissant,23,4.97,114.31
2024-03-18,Sandwich,48,7.33,351.84
2024-03-18,Cake,7,6.81,47.67
2024-03-18,Smoothie,27,2.96,79.92
2024-03-19,Coffee,37,6.05,223.85
2024-03-19,Tea,20,3.89,77.8
2024-03-19,Cappuccino,17,7.53,128.01
2024-03-19,Latte,47,5.37,252.39
2024-03-19,Espresso,47,7.42,348.74
2024-03-19,Muffin,18,6.79,122.22
2024-03-19,Croissant,11,7.25,79.75
2024-03-19,Sandwich,8,2.9,23.2
2024-03-19,Cake,21,5.39,113.19
2024-03-19,Smoothie,13,6.23,80.99
2024-03-20,Coffee,42,4.74,199.08
2024-03-20,Tea,45,5.02,225.9
2024-03-20,Cappuccino,12,4.78,57.36
2024-03-20,Latte,16,6.53,104.48
2024-03-20,Espresso,21,3.24,68.04
2024-03-20,Muffin,49,4.39,215.11
2024-03-20,Croissant,6,6.53,39.18
2024-03-20,Sandwich,31,2.83,87.73
2024-03-20,Cake,38,7.17,272.46
2024-03-20,Smoothie,36,3.75,135.0
2024-03-21,Coffee,50,3.09,154.5
2024-03-21,Tea,21,3.57,74.97
2024-03-21,Cappuccino,38,6.24,237.12
2024-03-21,Latte,17,6.41,108.97
2024-03-21,Espresso,26,5.25,136.5
2024-03-21,Muffin,33,4.12,135.96
2024-03-21,Croissant,19,3.88,73.72
2024-03-21,Sandwich,45,7.18,323.1
2024-03-21,Cake,15,2.71,40.65
2024-03-21,Smoothie,12,5.54,66.48
2024-03-22,Coffee,16,7.3,116.8
2024-03-22,Tea,11,3.33,36.63
2024-03-22,Cappuccino,24,5.7,136.8
2024-03-22,Latte,22,6.25,137.5
2024-03-22,Espresso,24,4.09,98.16
2024-03-22,Muffin,21,2.73,57.33
2024-03-22,Croissant,11,7.37,81.07
2024-03-22,Sandwich,46,4.55,209.3
2024-03-22,Cake,10,6.34,63.4
2024-03-22,Smoothie,19,4.71,89.49
2024-03-23,Coffee,42,3.98,167.16
2024-03-23,Tea,5,5.15,25.75
2024-03-23,Cappuccino,22,5.03,110.66
2024-03-23,Latte,31,7.14,221.34
2024-03-23,Espresso,35,7.27,254.45
2024-03-23,Muffin,21,6.09,127.89
2024-03-23,Croissant,28,4.27,119.56
2024-03-23,Sandwich,49,4.53,221.97
2024-03-23,Cake,30,7.35,220.5
2024-03-23,Smoothie,41,7.77,318.57
2024-03-24,Coffee,29,5.23,151.67
2024-03-24,Tea,27,4.23,114.21
2024-03-24,Cappuccino,6,3.04,18.24
2024-03-24,Latte,49,3.18,155.82
2024-03-24,Espresso,43,6.52,280.36
2024-03-24,Muffin,28,7.22,202.16
2024-03-24,Croissant,23,6.94,159.62
2024-03-24,Sandwich,26,3.8,98.8
2024-03-24,Cake,41,4.12,168.92
2024-03-24,Smoothie,9,5.23,47.07
2024-03-25,Coffee,38,7.03,267.14
2024-03-25,Tea,24,4.96,119.04
2024-03-25,Cappuccino,11,2.72,29.92
2024-03-25,Latte,25,6.89,172.25
2024-03-25,Espresso,31,5.97,185.07
2024-03-25,Muffin,43,7.21,310.03
2024-03-25,Croissant,33,7.59,250.47
2024-03-25,Sandwich,25,7.3,182.5
2024-03-25,Cake,8,7.76,62.08
2024-03-25,Smoothie,37,4.91,181.67
2024-03-26,Coffee,38,7.67,291.46
2024-03-26,Tea,29,3.71,107.59
2024-03-26,Cappuccino,37,4.48,165.76
2024-03-26,Latte,5,5.4,27.0
2024-03-26,Espresso,27,2.61,70.47
2024-03-26,Muffin,45,4.55,204.75
2024-03-26,Croissant,11,3.79,41.69
2024-03-26,Sandwich,16,6.52,104.32
2024-03-26,Cake,9,3.45,31.05
2024-03-26,Smoothie,6,6.22,37.32
2024-03-27,Coffee,49,3.64,178.36
2024-03-27,Tea,43,5.44,233.92
2024-03-27,Cappuccino,22,7.46,164.12
2024-03-27,Latte,26,7.97,207.22
2024-03-27,Espresso,31,7.2,223.2
2024-03-27,Muffin,32,3.34,106.88
2024-03-27,Croissant,25,3.37,84.25
2024-03-27,Sandwich,32,2.57,82.24
2024-03-27,Cake,49,4.84,237.16
2024-03-27,Smoothie,21,3.0,63.0
2024-03-28,Coffee,12,2.5,30.0
2024-03-28,Tea,38,6.99,265.62
2024-03-28,Cappuccino,19,7.95,151.05
2024-03-28,Latte,43,7.53,323.79
2024-03-28,Espresso,21,7.41,155.61
2024-03-28,Muffin,12,5.72,68.64
2024-03-28,Croissant,19,3.09,58.71
2024-03-28,Sandwich,33,7.71,254.43
2024-03-28,Cake,21,7.61,159.81
2024-03-28,Smoothie,25,7.46,186.5
2024-03-29,Coffee,25,6.66,166.5
2024-03-29,Tea,17,4.18,71.06
2024-03-29,Cappuccino,26,7.54,196.04
2024-03-29,Latte,17,3.94,66.98
2024-03-29,Espresso,21,6.33,132.93
2024-03-29,Muffin,12,5.64,67.68
2024-03-29,Croissant,41,3.41,139.81
2024-03-29,Sandwich,37,5.38,199.06
2024-03-29,Cake,23,4.46,102.58
2024-03-29,Smoothie,49,6.14,300.86
2024-03-30,Coffee,13,7.34,95.42
2024-03-30,Tea,20,3.63,72.6
2024-03-30,Cappuccino,40,3.02,120.8
2024-03-30,Latte,12,2.94,35.28
2024-03-30,Espresso,41,4.47,183.27
2024-03-30,Muffin,35,5.76,201.6
2024-03-30,Croissant,50,6.64,332.0
2024-03-30,Sandwich,34,7.12,242.08
2024-03-30,Cake,25,6.05,151.25
2024-03-30,Smoothie,18,7.38,132.84
2024-03-31,Coffee,13,3.85,50.05
2024-03-31,Tea,19,6.44,122.36
2024-03-31,Cappuccino,18,3.59,64.62
2024-03-31,Latte,44,7.75,341.0
2024-03-31,Espresso,11,3.09,33.99
2024-03-31,Muffin,45,7.54,339.3
2024-03-31,Croissant,30,5.73,171.9
2024-03-31,Sandwich,29,3.33,96.57
2024-03-31,Cake,31,3.53,109.43
2024-03-31,Smoothie,50,6.44,322.0
2024-04-01,Coffee,14,3.69,51.66
2024-04-01,Tea,12,7.23,86.76
2024-04-01,Cappuccino,7,2.9,20.3
2024-04-01,Latte,45,7.74,348.3
2024-04-01,Espresso,46,4.16,191.36
2024-04-01,Muffin,41,5.43,222.63
2024-04-01,Croissant,29,5.6,162.4
2024-04-01,Sandwich,5,4.21,21.05
2024-04-01,Cake,42,6.87,288.54
2024-04-01,Smoothie,17,3.17,53.89
2024-04-02,Coffee,22,3.62,79.64
2024-04-02,Tea,20,7.19,143.8
2024-04-02,Cappuccino,26,7.12,185.12
2024-04-02,Latte,28,4.59,128.52
2024-04-02,Espresso,45,3.09,139.05
2024-04-02,Muffin,21,6.42,134.82
2024-04-02,Croissant,47,4.52,212.44
2024-04-02,Sandwich,23,4.14,95.22
2024-04-02,Cake,31,3.26,101.06
2024-04-02,Smoothie,38,3.88,147.44
2024-04-03,Coffee,35,2.67,93.45
2024-04-03,Tea,24,5.89,141.36
2024-04-03,Cappuccino,34,4.42,150.28
2024-04-03,Latte,19,7.9,150.1
2024-04-03,Espresso,29,4.64,134.56
2024-04-03,Muffin,10,4.54,45.4
2024-04-03,Croissant,14,7.33,102.62
2024-04-03,Sandwich,25,6.43,160.75
2024-04-03,Cake,15,7.46,111.9
2024-04-03,Smoothie,19,5.85,111.15
2024-04-04,Coffee,34,7.39,251.26
2024-04-04,Tea,27,6.44,173.88
2024-04-04,Cappuccino,35,3.57,124.95
2024-04-04,Latte,34,6.75,229.5
2024-04-04,Espresso,6,7.06,42.36
2024-04-04,Muffin,42,4.31,181.02
2024-04-04,Croissant,9,5.81,52.29
2024-04-04,Sandwich,26,2.77,72.02
2024-04-04,Cake,30,2.98,89.4
2024-04-04,Smoothie,12,6.66,79.92
2024-04-05,Coffee,48,6.5,312.0
2024-04-05,Tea,12,6.85,82.2
2024-04-05,Cappuccino,7,6.38,44.66
2024-04-05,Latte,29,3.31,95.99
2024-04-05,Espresso,40,5.15,206.0
2024-04-05,Muffin,48,7.07,339.36
2024-04-05,Croissant,43,7.38,317.34
2024-04-05,Sandwich,35,5.09,178.15
2024-04-05,Cake,11,6.84,75.24
2024-04-05,Smoothie,16,3.59,57.44
2024-04-06,Coffee,9,7.57,68.13
2024-04-06,Tea,26,4.69,121.94
2024-04-06,Cappuccino,46,3.38,155.48
2024-04-06,Latte,17,3.73,63.41
2024-04-06,Espresso,46,5.26,241.96
2024-04-06,Muffin,32,7.86,251.52
2024-04-06,Croissant,19,3.34,63.46
2024-04-06,Sandwich,11,2.55,28.05
2024-04-06,Cake,6,5.0,30.0
2024-04-06,Smoothie,18,4.06,73.08
2024-04-07,Coffee,5,6.93,34.65
2024-04-07,Tea,18,3.27,58.86
2024-04-07,Cappuccino,32,4.47,143.04
2024-04-07,Latte,21,5.51,115.71
2024-04-07,Espresso,45,4.14,186.3
2024-04-07,Muffin,32,6.96,222.72
2024-04-07,Croissant,37,7.85,290.45
2024-04-07,Sandwich,37,5.0,185.0
2024-04-07,Cake,5,7.87,39.35
2024-04-07,Smoothie,45,7.35,330.75
2024-04-08,Coffee,45,2.56,115.2
2024-04-08,Tea,38,3.53,134.14
2024-04-08,Cappuccino,30,6.9,207.0
2024-04-08,Latte,50,7.22,361.0
2024-04-08,Espresso,21,6.57,137.97
2024-04-08,Muffin,10,4.42,44.2
2024-04-08,Croissant,41,7.1,291.1
2024-04-08,Sandwich,27,6.32,170.64
2024-04-08,Cake,17,5.7,96.9
2024-04-08,Smoothie,39,7.04,274.56
2024-04-09,Coffee,40,6.5,260.0
2024-04-09,Tea,21,6.28,131.88
2024-04-09,Cappuccino,35,4.21,147.35
2024-04-09,Latte,6,5.22,31.32
2024-04-09,Espresso,24,3.88,93.12
2024-04-09,Muffin,48,3.11,149.28
2024-04-09,Croissant,35,4.48,156.8
2024-04-09,Sandwich,10,6.61,66.1
2024-04-09,Cake,43,7.73,332.39
2024-04-09,Smoothie,23,2.96,68.08
2024-04-10,Coffee,31,3.9,120.9
2024-04-10,Tea,49,4.82,236.18
2024-04-10,Cappuccino,25,4.54,113.5
2024-04-10,Latte,28,4.23,118.44
2024-04-10,Espresso,37,5.97,220.89
2024-04-10,Muffin,29,3.26,94.54
2024-04-10,Croissant,23,3.8,87.4
2024-04-10,Sandwich,35,3.97,138.95
2024-04-10,Cake,30,6.98,209.4
2024-04-10,Smoothie,40,3.42,136.8
2024-04-11,Coffee,21,6.51,136.71
2024-04-11,Tea,16,3.39,54.24
2024-04-11,Cappuccino,17,7.33,124.61
2024-04-11,Latte,20,4.11,82.2
2024-04-11,Espresso,25,3.64,91.0
2024-04-11,Muffin,49,7.5,367.5
2024-04-11,Croissant,17,2.99,50.83
2024-04-11,Sandwich,43,7.12,306.16
2024-04-11,Cake,17,7.39,125.63
2024-04-11,Smoothie,5,7.28,36.4
2024-04-12,Coffee,42,6.75,283.5
2024-04-12,Tea,34,5.4,183.6
2024-04-12,Cappuccino,13,7.79,101.27
2024-04-12,Latte,24,7.09,170.16
2024-04-12,Espresso,32,4.73,151.36
2024-04-12,Muffin,46,3.61,166.06
2024-04-12,Croissant,38,7.45,283.1
2024-04-12,Sandwich,18,6.65,119.7
2024-04-12,Cake,19,5.61,106.59
2024-04-12,Smoothie,41,5.84,239.44
2024-04-13,Coffee,31,6.94,215.14
2024-04-13,Tea,11,2.71,29.81
2024-04-13,Cappuccino,20,3.87,77.4
2024-04-13,Latte,26,4.81,125.06
2024-04-13,Espresso,37,7.84,290.08
2024-04-13,Muffin,40,2.66,106.4
2024-04-13,Croissant,30,7.23,216.9
2024-04-13,Sandwich,13,3.12,40.56
2024-04-13,Cake,18,4.44,79.92
2024-04-13,Smoothie,22,6.98,153.56
2024-04-14,Coffee,47,6.85,321.95
2024-04-14,Tea,44,5.27,231.88
2024-04-14,Cappuccino,14,7.8,109.2
2024-04-14,Latte,13,6.1,79.3
2024-04-14,Espresso,10,7.84,78.4
2024-04-14,Muffin,36,2.5,90.0
2024-04-14,Croissant,7,3.81,26.67
2024-04-14,Sandwich,16,3.31,52.96
2024-04-14,Cake,20,4.12,82.4
2024-04-14,Smoothie,14,7.39,103.46
2024-04-15,Coffee,31,2.88,89.28
2024-04-15,Tea,48,6.82,327.36
2024-04-15,Cappuccino,26,4.93,128.18
2024-04-15,Latte,6,6.31,37.86
2024-04-15,Espresso,50,4.43,221.5
2024-04-15,Muffin,32,5.49,175.68
2024-04-15,Croissant,37,3.41,126.17
2024-04-15,Sandwich,41,3.12,127.92
2024-04-15,Cake,33,2.66,87.78
2024-04-15,Smoothie,25,6.96,174.0
2024-04-16,Coffee,50,6.27,313.5
2024-04-16,Tea,39,4.26,166.14
2024-04-16,Cappuccino,24,6.86,164.64
2024-04-16,Latte,36,5.56,200.16
2024-04-16,Espresso,30,3.65,109.5
2024-04-16,Muffin,45,4.27,192.15
2024-04-16,Croissant,12,7.75,93.0
2024-04-16,Sandwich,44,6.9,303.6
2024-04-16,Cake,5,5.6,28.0
2024-04-16,Smoothie,14,6.38,89.32
2024-04-17,Coffee,15,4.64,69.6
2024-04-17,Tea,42,5.71,239.82
2024-04-17,Cappuccino,22,7.78,171.16
2024-04-17,Latte,8,4.41,35.28
2024-04-17,Espresso,49,7.89,386.61
2024-04-17,Muffin,16,2.93,46.88
2024-04-17,Croissant,10,3.14,31.4
2024-04-17,Sandwich,8,7.21,57.68
2024-04-17,Cake,19,5.75,109.25
2024-04-17,Smoothie,42,3.86,162.12
2024-04-18,Coffee,37,4.19,155.03
2024-04-18,Tea,41,7.21,295.61
2024-04-18,Cappuccino,25,6.56,164.0
2024-04-18,Latte,7,4.88,34.16
2024-04-18,Espresso,29,7.51,217.79
2024-04-18,Muffin,21,2.57,53.97
2024-04-18,Croissant,44,7.57,333.08
2024-04-18,Sandwich,50,7.35,367.5
2024-04-18,Cake,42,5.82,244.44
2024-04-18,Smoothie,17,7.78,132.26
2024-04-19,Coffee,30,7.37,221.1
2024-04-19,Tea,39,4.7,183.3
2024-04-19,Cappuccino,11,5.26,57.86
2024-04-19,Latte,10,5.47,54.7
2024-04-19,Espresso,42,4.52,189.84
2024-04-19,Muffin,44,5.65,248.6
2024-04-19,Croissant,6,7.31,43.86
2024-04-19,Sandwich,30,7.58,227.4
2024-04-19,Cake,13,5.22,67.86
2024-04-19,Smoothie,49,3.16,154.84
2024-04-20,Coffee,11,3.6,39.6
2024-04-20,Tea,16,4.15,66.4
2024-04-20,Cappuccino,34,5.32,180.88
2024-04-20,Latte,8,5.97,47.76
2024-04-20,Espresso,5,7.95,39.75
2024-04-20,Muffin,40,3.16,126.4
2024-04-20,Croissant,33,2.6,85.8
2024-04-20,Sandwich,42,7.62,320.04
2024-04-20,Cake,15,4.08,61.2
2024-04-20,Smoothie,49,7.47,366.03
2024-04-21,Coffee,38,6.3,239.4
2024-04-21,Tea,14,5.37,75.18
2024-04-21,Cappuccino,40,5.18,207.2
2024-04-21,Latte,15,3.3,49.5
2024-04-21,Espresso,46,2.54,116.84
2024-04-21,Muffin,13,5.15,66.95
2024-04-21,Croissant,22,4.19,92.18
2024-04-21,Sandwich,31,5.75,178.25
2024-04-21,Cake,50,6.94,347.0
2024-04-21,Smoothie,19,4.59,87.21
2024-04-22,Coffee,9,2.68,24.12
2024-04-22,Tea,10,4.69,46.9
2024-04-22,Cappuccino,26,7.1,184.6
2024-04-22,Latte,9,3.58,32.22
2024-04-22,Espresso,30,7.09,212.7
2024-04-22,Muffin,35,5.76,201.6
2024-04-22,Croissant,36,4.19,150.84
2024-04-22,Sandwich,5,5.76,28.8
2024-04-22,Cake,30,6.98,209.4
2024-04-22,Smoothie,49,6.23,305.27
2024-04-23,Coffee,22,7.61,167.42
2024-04-23,Tea,23,2.52,57.96
2024-04-23,Cappuccino,6,4.18,25.08
2024-04-23,Latte,40,3.68,147.2
2024-04-23,Espresso,18,3.5,63.0
2024-04-23,Muffin,49,7.51,367.99
2024-04-23,Croissant,16,4.36,69.76
2024-04-23,Sandwich,18,3.47,62.46
2024-04-23,Cake,15,7.89,118.35
2024-04-23,Smoothie,7,5.83,40.81
2024-04-24,Coffee,49,6.09,298.41
2024-04-24,Tea,46,3.31,152.26
2024-04-24,Cappuccino,47,3.77,177.19
2024-04-24,Latte,39,6.38,248.82
2024-04-24,Espresso,23,4.35,100.05
2024-04-24,Muffin,5,4.02,20.1
2024-04-24,Croissant,46,6.65,305.9
2024-04-24,Sandwich,22,4.71,103.62
2024-04-24,Cake,38,3.78,143.64
2024-04-24,Smoothie,26,4.77,124.02
2024-04-25,Coffee,42,3.69,154.98
2024-04-25,Tea,49,3.51,171.99
2024-04-25,Cappuccino,15,5.22,78.3
2024-04-25,Latte,24,5.97,143.28
2024-04-25,Espresso,15,7.6,114.0
2024-04-25,Muffin,18,3.12,56.16
2024-04-25,Croissant,45,4.61,207.45
2024-04-25,Sandwich,44,7.85,345.4
2024-04-25,Cake,11,3.41,37.51
2024-04-25,Smoothie,50,5.69,284.5
2024-04-26,Coffee,7,3.91,27.37
2024-04-26,Tea,41,7.0,287.0
2024-04-26,Cappuccino,26,3.61,93.86
2024-04-26,Latte,30,5.45,163.5
2024-04-26,Espresso,39,3.8,148.2
2024-04-26,Muffin,44,4.33,190.52
2024-04-26,Croissant,18,7.16,128.88
2024-04-26,Sandwich,29,7.35,213.15
2024-04-26,Cake,42,6.9,289.8
2024-04-26,Smoothie,32,6.63,212.16
2024-04-27,Coffee,37,6.2,229.4
2024-04-27,Tea,28,7.47,209.16
2024-04-27,Cappuccino,29,2.88,83.52
2024-04-27,Latte,26,2.71,70.46
2024-04-27,Espresso,24,2.54,60.96
2024-04-27,Muffin,32,3.74,119.68
2024-04-27,Croissant,29,8.0,232.0
2024-04-27,Sandwich,18,4.54,81.72
2024-04-27,Cake,6,5.76,34.56
2024-04-27,Smoothie,20,7.11,142.2
2024-04-28,Coffee,11,5.94,65.34
2024-04-28,Tea,44,5.42,238.48
2024-04-28,Cappuccino,10,7.31,73.1
2024-04-28,Latte,13,3.4,44.2
2024-04-28,Espresso,34,5.17,175.78
2024-04-28,Muffin,18,3.69,66.42
2024-04-28,Croissant,32,7.25,232.0
2024-04-28,Sandwich,15,2.66,39.9
2024-04-28,Cake,20,5.47,109.4
2024-04-28,Smoothie,15,7.01,105.15
2024-04-29,Coffee,9,3.81,34.29
2024-04-29,Tea,22,6.13,134.86
2024-04-29,Cappuccino,11,6.45,70.95
2024-04-29,Latte,39,5.63,219.57
2024-04-29,Espresso,36,7.18,258.48
2024-04-29,Muffin,34,3.83,130.22
2024-04-29,Croissant,22,2.84,62.48
2024-04-29,Sandwich,34,6.81,231.54
2024-04-29,Cake,41,5.05,207.05
2024-04-29,Smoothie,12,7.14,85.68
2024-04-30,Coffee,32,3.08,98.56
2024-04-30,Tea,49,2.74,134.26
2024-04-30,Cappuccino,21,5.45,114.45
2024-04-30,Latte,40,5.47,218.8
2024-04-30,Espresso,23,3.53,81.19
2024-04-30,Muffin,14,6.75,94.5
2024-04-30,Croissant,47,5.84,274.48
2024-04-30,Sandwich,34,7.8,265.2
2024-04-30,Cake,33,7.59,250.47
2024-04-30,Smoothie,10,4.56,45.6
2024-05-01,Coffee,42,5.54,232.68
2024-05-01,Tea,49,3.83,187.67
2024-05-01,Cappuccino,14,5.5,77.0
2024-05-01,Latte,28,7.72,216.16
2024-05-01,Espresso,46,3.67,168.82
2024-05-01,Muffin,32,6.94,222.08
2024-05-01,Croissant,33,6.05,199.65
2024-05-01,Sandwich,26,3.89,101.14
2024-05-01,Cake,47,3.47,163.09
2024-05-01,Smoothie,46,6.72,309.12
2024-05-02,Coffee,5,7.93,39.65
2024-05-02,Tea,5,6.68,33.4
2024-05-02,Cappuccino,19,5.23,99.37
2024-05-02,Latte,25,3.18,79.5
2024-05-02,Espresso,31,3.83,118.73
2024-05-02,Muffin,29,6.85,198.65
2024-05-02,Croissant,37,7.81,288.97
2024-05-02,Sandwich,45,4.53,203.85
2024-05-02,Cake,12,6.33,75.96
2024-05-02,Smoothie,27,4.02,108.54
2024-05-03,Coffee,46,2.86,131.56
2024-05-03,Tea,8,3.57,28.56
2024-05-03,Cappuccino,15,6.16,92.4
2024-05-03,Latte,31,5.4,167.4
2024-05-03,Espresso,28,2.64,73.92
2024-05-03,Muffin,24,5.09,122.16
2024-05-03,Croissant,21,3.94,82.74
2024-05-03,Sandwich,35,5.28,184.8
2024-05-03,Cake,32,2.54,81.28
2024-05-03,Smoothie,30,7.95,238.5
2024-05-04,Coffee,13,2.91,37.83
2024-05-04,Tea,30,5.27,158.1
2024-05-04,Cappuccino,42,5.16,216.72
2024-05-04,Latte,29,6.69,194.01
2024-05-04,Espresso,12,4.88,58.56
2024-05-04,Muffin,23,5.83,134.09
2024-05-04,Croissant,46,4.23,194.58
2024-05-04,Sandwich,43,5.59,240.37
2024-05-04,Cake,35,3.02,105.7
2024-05-04,Smoothie,13,4.82,62.66
2024-05-05,Coffee,50,3.32,166.0
2024-05-05,Tea,36,3.54,127.44
2024-05-05,Cappuccino,22,6.55,144.1
2024-05-05,Latte,30,3.29,98.7
2024-05-05,Espresso,22,3.34,73.48
2024-05-05,Muffin,46,7.24,333.04
2024-05-05,Croissant,30,3.91,117.3
2024-05-05,Sandwich,49,3.13,153.37
2024-05-05,Cake,25,6.13,153.25
2024-05-05,Smoothie,11,7.1,78.1
2024-05-06,Coffee,19,3.75,71.25
2024-05-06,Tea,5,6.86,34.3
